product_id,product_name,category,sub_category,total_revenue,total_profit,total_qty,avg_margin,avg_discount,times_sold,profit_rank,elasticity
OFF-AR-10000716,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,Art,94.86,26.784,20,0.3028571428571429,0.1142857142857143,7,1154,0.7057675005302454
OFF-AR-10000799,Col-Erase Pencils with Erasers,Office Supplies,Art,37.696,7.478400000000001,7,0.20124999999999998,0.1,2,1477,0.7057675005302454
OFF-AR-10000817,Manco Dry-Lighter Erasable Highlighter,Office Supplies,Art,88.16,27.968,30,0.31642857142857145,0.028571428571428574,7,1141,0.7057675005302454
OFF-AR-10000823,Newell 307,Office Supplies,Art,19.292,3.5672,12,0.21999999999999997,0.06666666666666667,3,1541,0.7057675005302454
OFF-AR-10000896,Newell 329,Office Supplies,Art,24.272,4.8544,8,0.1675,0.1,2,1522,0.7057675005302454
OFF-AR-10000914,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,Art,102.608,16.324,10,0.1675,0.1,4,1313,0.7057675005302454
OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",Office Supplies,Art,431.28999999999996,165.206,13,0.37,0.1,2,420,0.7057675005302454
OFF-AR-10000940,Newell 343,Office Supplies,Art,65.268,13.7592,24,0.2178571428571428,0.05714285714285715,7,1370,0.7057675005302454
OFF-AR-10001022,SANFORD Liquid Accent Tank-Style Highlighters,Office Supplies,Art,14.2,4.402,5,0.31,0.0,3,1527,0.7057675005302454
OFF-AR-10001026,"Sanford Uni-Blazer View Highlighters, Chisel Tip, Yellow",Office Supplies,Art,30.799999999999997,13.552,14,0.43999999999999995,0.0,3,1375,0.7057675005302454
OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",Office Supplies,Art,618.562,120.3337,27,0.2111111111111111,0.08888888888888889,9,524,0.7057675005302454
OFF-AR-10001118,"Binney & Smith Crayola Metallic Crayons, 16-Color Pack",Office Supplies,Art,16.176000000000002,6.739999999999999,5,0.36999999999999994,0.1,2,1488,0.7057675005302454
OFF-AR-10001130,"Quartet Alpha White Chalk, 12/Pack",Office Supplies,Art,15.469999999999999,6.0996,8,0.40374999999999994,0.1,2,1498,0.7057675005302454
OFF-AR-10001149,"Avery Hi-Liter Comfort Grip Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,7.8,3.042,4,0.3899999999999999,0.0,2,1551,0.7057675005302454
OFF-AR-10001149,"Sanford Colorific Colored Pencils, 12/Box",Office Supplies,Art,73.152,20.735999999999997,26,0.265,0.04,5,1251,0.7057675005302454
OFF-AR-10001166,Staples in misc. colors,Office Supplies,Art,60.64,23.6496,8,0.38999999999999996,0.0,3,1196,0.7057675005302454
OFF-AR-10001177,Newell 349,Office Supplies,Art,42.64,10.0368,14,0.2308333333333333,0.06666666666666667,3,1425,0.7057675005302454
OFF-AR-10001216,Newell 339,Office Supplies,Art,26.688000000000002,6.116,10,0.19833333333333333,0.06666666666666667,3,1497,0.7057675005302454
OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art,75.348,20.0928,14,0.2575,0.1,2,1261,0.7057675005302454
OFF-AR-10001227,Newell 338,Office Supplies,Art,23.52,6.3504000000000005,8,0.27,0.0,2,1492,0.7057675005302454
OFF-AR-10001231,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2",Office Supplies,Art,29.4,8.232,14,0.2799999999999999,0.0,3,1464,0.7057675005302454
OFF-AR-10001246,Newell 317,Office Supplies,Art,79.96799999999999,13.1712,32,0.18857142857142856,0.1142857142857143,7,1381,0.7057675005302454
OFF-AR-10001315,Newell 310,Office Supplies,Art,38.72,7.48,25,0.18857142857142856,0.1142857142857143,7,1476,0.7057675005302454
OFF-AR-10001374,"BIC Brite Liner Highlighters, Chisel Tip",Office Supplies,Art,123.12,30.5856,21,0.23499999999999996,0.10000000000000002,6,1104,0.7057675005302454
OFF-AR-10001419,Newell 325,Office Supplies,Art,128.03,29.736,34,0.2125,0.10000000000000002,6,1116,0.7057675005302454
OFF-AR-10001427,Newell 330,Office Supplies,Art,59.800000000000004,11.1228,11,0.21374999999999994,0.05,4,1411,0.7057675005302454
OFF-AR-10001446,Newell 309,Office Supplies,Art,196.35000000000002,34.65,20,0.195,0.12000000000000002,5,1058,0.7057675005302454
OFF-AR-10001468,"Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set",Office Supplies,Art,209.664,49.7952,7,0.23749999999999996,0.20000000000000004,3,891,0.7057675005302454
OFF-AR-10001473,Newell 313,Office Supplies,Art,28.208,4.264,10,0.14833333333333334,0.13333333333333333,3,1531,0.7057675005302454
OFF-AR-10001545,Newell 326,Office Supplies,Art,36.608,7.8671999999999995,23,0.2308333333333333,0.06666666666666667,6,1469,0.7057675005302454
OFF-AR-10001547,Newell 311,Office Supplies,Art,61.438,13.039,30,0.20156249999999998,0.07500000000000001,8,1385,0.7057675005302454
OFF-AR-10001573,American Pencil,Office Supplies,Art,48.93,14.189699999999998,21,0.29,0.0,6,1361,0.7057675005302454
OFF-AR-10001615,Newell 34,Office Supplies,Art,460.288,93.248,25,0.20714285714285707,0.05714285714285715,7,612,0.7057675005302454
OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,Office Supplies,Art,75.62400000000001,15.618,30,0.21785714285714278,0.05714285714285715,7,1324,0.7057675005302454
OFF-AR-10001683,Lumber Crayons,Office Supplies,Art,171.39,55.357,19,0.27666666666666656,0.13333333333333333,6,831,0.7057675005302454
OFF-AR-10001725,Boston Home & Office Model 2000 Electric Pencil Sharpeners,Office Supplies,Art,297.99,70.477,13,0.22916666666666663,0.03333333333333333,6,724,0.7057675005302454
OFF-AR-10001761,Avery Hi-Liter Smear-Safe Highlighters,Office Supplies,Art,123.80799999999999,34.1056,24,0.27999999999999997,0.10000000000000002,6,1065,0.7057675005302454
OFF-AR-10001770,Economy #2 Pencils,Office Supplies,Art,34.58,8.9908,13,0.26,0.0,4,1445,0.7057675005302454
OFF-AR-10001860,BIC Liqua Brite Liner,Office Supplies,Art,173.5,53.576800000000006,27,0.30666666666666664,0.06666666666666667,6,848,0.7057675005302454
OFF-AR-10001868,Prang Dustless Chalk Sticks,Office Supplies,Art,38.976,18.816,24,0.453125,0.07500000000000001,8,1277,0.7057675005302454
OFF-AR-10001897,Model L Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,402.976,92.10879999999999,24,0.2079999999999999,0.08,5,616,0.7057675005302454
OFF-AR-10001915,Peel-Off China Markers,Office Supplies,Art,287.97,109.4286,31,0.3578571428571428,0.08571428571428573,7,556,0.7057675005302454
OFF-AR-10001919,"OIC #2 Pencils, Medium Soft",Office Supplies,Art,30.832,8.1404,17,0.23928571428571427,0.05714285714285715,7,1467,0.7057675005302454
OFF-AR-10001940,"Sanford Colorific Eraseable Coloring Pencils, 12 Count",Office Supplies,Art,45.919999999999995,17.875999999999998,15,0.394375,0.05,4,1288,0.7057675005302454
OFF-AR-10001953,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,Office Supplies,Art,1073.112,206.26620000000003,27,0.1657142857142857,0.1142857142857143,7,363,0.7057675005302454
OFF-AR-10001954,Newell 331,Office Supplies,Art,75.306,14.6211,17,0.17875000000000002,0.1,4,1350,0.7057675005302454
OFF-AR-10001955,Newell 319,Office Supplies,Art,511.872,123.00800000000001,28,0.2125,0.1,8,511,0.7057675005302454
OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,275.076,42.7896,19,0.15142857142857144,0.14285714285714285,7,964,0.7057675005302454
OFF-AR-10001972,Newell 323,Office Supplies,Art,21.168,3.7632000000000003,14,0.19833333333333333,0.06666666666666667,3,1534,0.7057675005302454
OFF-AR-10001988,Bulldog Table or Wall-Mount Pencil Sharpener,Office Supplies,Art,77.87,22.582299999999996,13,0.29,0.0,3,1220,0.7057675005302454
OFF-AR-10002053,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",Office Supplies,Art,81.652,19.4296,29,0.20285714285714282,0.08571428571428573,7,1268,0.7057675005302454
OFF-AR-10002067,Newell 334,Office Supplies,Art,531.712,135.30880000000002,27,0.22916666666666666,0.03333333333333333,6,478,0.7057675005302454
OFF-AR-10002135,Boston Heavy-Duty Trimline Electric Pencil Sharpeners,Office Supplies,Art,1166.44,310.89,25,0.25449999999999995,0.04,5,272,0.7057675005302454
OFF-AR-10002221,12 Colored Short Pencils,Office Supplies,Art,18.2,3.016,8,0.1483333333333333,0.13333333333333333,3,1552,0.7057675005302454
OFF-AR-10002240,Panasonic KP-150 Electric Pencil Sharpener,Office Supplies,Art,573.648,126.8064,16,0.21375,0.05,4,501,0.7057675005302454
OFF-AR-10002255,Newell 346,Office Supplies,Art,31.104,8.6112,11,0.2545,0.04,5,1457,0.7057675005302454
OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art,50.768,9.2852,18,0.16624999999999995,0.16666666666666666,6,1441,0.7057675005302454
OFF-AR-10002280,Staples in misc. colors,Office Supplies,Art,54.348,22.3215,9,0.38125,0.1,2,1227,0.7057675005302454
OFF-AR-10002335,DIXON Oriole Pencils,Office Supplies,Art,44.891999999999996,8.6172,19,0.16749999999999998,0.10000000000000002,6,1456,0.7057675005302454
OFF-AR-10002375,Newell 351,Office Supplies,Art,82.656,22.107200000000002,26,0.2646428571428571,0.028571428571428574,7,1229,0.7057675005302454
OFF-AR-10002399,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,Art,110.76,42.8982,27,0.3678571428571428,0.05714285714285715,7,963,0.7057675005302454
OFF-AR-10002445,SANFORD Major Accent Highlighters,Office Supplies,Art,209.56799999999998,77.88,30,0.3578571428571428,0.028571428571428574,7,685,0.7057675005302454
OFF-AR-10002467,Dixon Ticonderoga Pencils,Office Supplies,Art,37.548,9.267800000000001,13,0.2091666666666667,0.06666666666666667,3,1442,0.7057675005302454
OFF-AR-10002578,Newell 335,Office Supplies,Art,34.56,10.0224,12,0.29,0.0,4,1426,0.7057675005302454
OFF-AR-10002656,Sanford Liquid Accent Highlighters,Office Supplies,Art,149.632,48.630399999999995,24,0.307,0.08,5,906,0.7057675005302454
OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,1113.024,111.3024,8,0.1,0.2,1,550,0.7057675005302454
OFF-AR-10002704,Boston 1900 Electric Pencil Sharpener,Office Supplies,Art,14.98,4.494,1,0.3,0.0,1,1526,0.7057675005302454
OFF-AR-10002766,Prang Drawing Pencil Set,Office Supplies,Art,56.156,11.5092,22,0.224375,0.05,4,1402,0.7057675005302454
OFF-AR-10002804,Faber Castell Col-Erase Pencils,Office Supplies,Art,37.164,14.083200000000001,8,0.351,0.08,5,1362,0.7057675005302454
OFF-AR-10002818,Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,Office Supplies,Art,197.82,59.346000000000004,9,0.3,0.0,2,796,0.7057675005302454
OFF-AR-10002833,Newell 322,Office Supplies,Art,30.576,6.6612,18,0.2091666666666667,0.06666666666666667,6,1489,0.7057675005302454
OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art,293.7,63.012,24,0.23500000000000001,0.05,4,769,0.7057675005302454
OFF-AR-10002956,Boston 16801 Nautilus Battery Pencil Sharpener,Office Supplies,Art,444.60200000000003,69.9918,23,0.16749999999999998,0.10000000000000002,6,727,0.7057675005302454
OFF-AR-10002987,Prismacolor Color Pencil Set,Office Supplies,Art,436.48,155.54559999999998,24,0.34678571428571425,0.08571428571428573,7,437,0.7057675005302454
OFF-AR-10003045,Prang Colored Pencils,Office Supplies,Art,90.55199999999999,38.808,32,0.4107142857142857,0.05714285714285715,7,1012,0.7057675005302454
OFF-AR-10003056,Newell 341,Office Supplies,Art,96.72800000000001,26.8356,23,0.2646428571428571,0.028571428571428574,7,1153,0.7057675005302454
OFF-AR-10003087,Staples in misc. colors,Office Supplies,Art,24.92,5.696,15,0.21999999999999995,0.06666666666666667,3,1505,0.7057675005302454
OFF-AR-10003156,50 Colored Long Pencils,Office Supplies,Art,138.176,32.9184,14,0.223,0.04,5,1076,0.7057675005302454
OFF-AR-10003158,Fluorescent Highlighters by Dixon,Office Supplies,Art,90.744,22.4472,26,0.24099999999999996,0.12000000000000002,5,1224,0.7057675005302454
OFF-AR-10003179,Dixon Ticonderoga Core-Lock Colored Pencils,Office Supplies,Art,229.572,58.6684,28,0.23428571428571426,0.1142857142857143,7,803,0.7057675005302454
OFF-AR-10003183,Avery Fluorescent Highlighter Four-Color Set,Office Supplies,Art,65.464,9.352,24,0.146875,0.17500000000000002,8,1439,0.7057675005302454
OFF-AR-10003190,Newell 32,Office Supplies,Art,47.232,11.9808,17,0.25,0.03333333333333333,6,1400,0.7057675005302454
OFF-AR-10003217,Newell 316,Office Supplies,Art,46.944,8.2152,11,0.18999999999999995,0.1,2,1466,0.7057675005302454
OFF-AR-10003251,Prang Drawing Pencil Set,Office Supplies,Art,43.924,15.568000000000001,17,0.33571428571428574,0.08571428571428573,7,1325,0.7057675005302454
OFF-AR-10003338,"Eberhard Faber 3 1/2"" Golf Pencils",Office Supplies,Art,139.872,28.272000000000002,20,0.19642857142857142,0.05714285714285715,7,1133,0.7057675005302454
OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",Office Supplies,Art,873.636,149.9432,32,0.1657142857142857,0.1142857142857143,7,450,0.7057675005302454
OFF-AR-10003394,Newell 332,Office Supplies,Art,67.032,15.5232,24,0.23349999999999996,0.04,5,1329,0.7057675005302454
OFF-AR-10003405,"Dixon My First Ticonderoga Pencil, #2",Office Supplies,Art,95.94,17.0235,19,0.156875,0.15000000000000002,4,1303,0.7057675005302454
OFF-AR-10003469,Nontoxic Chalk,Office Supplies,Art,42.944,18.233600000000003,27,0.43124999999999997,0.07500000000000001,8,1284,0.7057675005302454
OFF-AR-10003477,4009 Highlighters,Office Supplies,Art,8.04,2.7336,6,0.34,0.0,1,1557,0.7057675005302454
OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,219.78,68.376,31,0.32499999999999996,0.10000000000000002,6,737,0.7057675005302454
OFF-AR-10003481,Newell 348,Office Supplies,Art,65.6,9.7088,24,0.14208333333333334,0.16666666666666666,6,1431,0.7057675005302454
OFF-AR-10003504,Newell 347,Office Supplies,Art,127.54400000000001,30.3024,32,0.21392857142857138,0.08571428571428573,7,1108,0.7057675005302454
OFF-AR-10003514,4009 Highlighters by Sanford,Office Supplies,Art,171.14,53.8096,44,0.28812499999999996,0.05,8,844,0.7057675005302454
OFF-AR-10003560,Zebra Zazzle Fluorescent Highlighters,Office Supplies,Art,100.928,20.671999999999997,20,0.20249999999999999,0.16666666666666666,6,1252,0.7057675005302454
OFF-AR-10003582,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",Office Supplies,Art,523.59,118.22999999999999,20,0.21249999999999997,0.07500000000000001,8,532,0.7057675005302454
OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",Office Supplies,Art,80.592,34.164,15,0.4132142857142857,0.08571428571428573,7,1064,0.7057675005302454
OFF-AR-10003631,Staples in misc. colors,Office Supplies,Art,123.904,26.619999999999997,30,0.24625000000000002,0.1,4,1156,0.7057675005302454
OFF-AR-10003651,Newell 350,Office Supplies,Art,62.32,15.744,20,0.2308333333333333,0.06666666666666667,6,1322,0.7057675005302454
OFF-AR-10003696,Panasonic KP-350BK Electric Pencil Sharpener with Auto Stop,Office Supplies,Art,124.488,26.2808,4,0.23083333333333333,0.06666666666666667,3,1160,0.7057675005302454
OFF-AR-10003723,Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art,20.279999999999998,7.5036000000000005,6,0.37,0.0,2,1475,0.7057675005302454
OFF-AR-10003727,Berol Giant Pencil Sharpener,Office Supplies,Art,254.85000000000002,49.780699999999996,17,0.20124999999999993,0.1,4,892,0.7057675005302454
OFF-AR-10003732,Newell 333,Office Supplies,Art,86.73599999999999,18.848399999999998,33,0.20954545454545456,0.05454545454545456,11,1275,0.7057675005302454
OFF-AR-10003752,Deluxe Chalkboard Eraser Cleaner,Office Supplies,Art,182.49,76.461,17,0.40599999999999997,0.08,5,694,0.7057675005302454
OFF-AR-10003759,"Crayola Anti Dust Chalk, 12/Pack",Office Supplies,Art,59.696,24.660999999999998,35,0.39107142857142857,0.08571428571428573,7,1179,0.7057675005302454
OFF-AR-10003770,Newell 340,Office Supplies,Art,25.92,7.5168,9,0.29,0.0,2,1474,0.7057675005302454
OFF-AR-10003772,Boston 16750 Black Compact Battery Pencil Sharpener,Office Supplies,Art,43.75,13.125,5,0.3,0.0,2,1382,0.7057675005302454
OFF-AR-10003811,Newell 327,Office Supplies,Art,39.78,10.7406,18,0.27,0.0,4,1414,0.7057675005302454
OFF-AR-10003829,Newell 35,Office Supplies,Art,93.152,23.288,30,0.2308333333333333,0.06666666666666668,9,1203,0.7057675005302454
OFF-AR-10003856,Newell 344,Office Supplies,Art,45.592,8.5624,18,0.19833333333333333,0.06666666666666667,6,1459,0.7057675005302454
OFF-AR-10003876,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink",Office Supplies,Art,26.08,9.6496,9,0.37,0.1,2,1432,0.7057675005302454
OFF-AR-10003896,"Stride Job 150 Highlighters, Chisel Tip, Assorted Colors",Office Supplies,Art,17.94,6.4584,3,0.36,0.0,1,1490,0.7057675005302454
OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,Art,565.3860000000001,140.9368,14,0.21375,0.05,4,467,0.7057675005302454
OFF-AR-10003958,Newell 337,Office Supplies,Art,10.496,1.1808,4,0.1125,0.2,2,1576,0.7057675005302454
OFF-AR-10003986,Avery Hi-Liter Pen Style Six-Color Fluorescent Set,Office Supplies,Art,7.7,3.157,2,0.41,0.0,1,1548,0.7057675005302454
OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,Office Supplies,Art,671.808,153.95600000000002,20,0.186,0.08,5,442,0.7057675005302454
OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art,705.208,111.538,22,0.15625,0.10000000000000002,6,549,0.7057675005302454
OFF-AR-10004027,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",Office Supplies,Art,17.64,5.7456000000000005,8,0.3116666666666666,0.13333333333333333,3,1503,0.7057675005302454
OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",Office Supplies,Art,496.248,113.274,30,0.2308333333333333,0.06666666666666667,6,540,0.7057675005302454
OFF-AR-10004062,Staples in misc. colors,Office Supplies,Art,157.2,39.3,15,0.25,0.0,3,1008,0.7057675005302454
OFF-AR-10004078,Newell 312,Office Supplies,Art,234.768,34.456,49,0.15681818181818183,0.16363636363636364,11,1060,0.7057675005302454
OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,Art,25.992,10.6704,12,0.3933333333333333,0.06666666666666667,3,1415,0.7057675005302454
OFF-AR-10004260,Boston 1799 Powerhouse Electric Pencil Sharpener,Office Supplies,Art,389.70000000000005,109.116,15,0.2799999999999999,0.0,3,558,0.7057675005302454
OFF-AR-10004269,Newell 31,Office Supplies,Art,94.99000000000001,23.6236,24,0.24399999999999994,0.04,5,1197,0.7057675005302454
OFF-AR-10004272,Newell 308,Office Supplies,Art,8.4,2.1,5,0.25,0.0,2,1567,0.7057675005302454
OFF-AR-10004344,Bulldog Vacuum Base Pencil Sharpener,Office Supplies,Art,330.924,59.5903,31,0.17875,0.10000000000000002,6,790,0.7057675005302454
OFF-AR-10004441,BIC Brite Liner Highlighters,Office Supplies,Art,86.112,30.8844,23,0.3578571428571428,0.08571428571428573,7,1100,0.7057675005302454
OFF-AR-10004456,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,Office Supplies,Art,234.24,67.92960000000001,16,0.29,0.0,4,738,0.7057675005302454
OFF-AR-10004511,"Sanford Colorific Scented Colored Pencils, 12/Pack",Office Supplies,Art,47.080000000000005,14.5948,11,0.31,0.0,2,1351,0.7057675005302454
OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Office Supplies,Art,24.272,8.938,17,0.39499999999999996,0.08,5,1447,0.7057675005302454
OFF-AR-10004587,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Office Supplies,Art,59.489999999999995,17.847,3,0.3,0.0,2,1291,0.7057675005302454
OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,533.3679999999999,119.548,25,0.22857142857142856,0.05714285714285715,7,527,0.7057675005302454
OFF-AR-10004648,Boston 19500 Mighty Mite Electric Pencil Sharpener,Office Supplies,Art,342.55,92.4885,17,0.27,0.0,4,615,0.7057675005302454
OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,88.896,26.854,20,0.28214285714285714,0.05714285714285715,7,1152,0.7057675005302454
OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,Office Supplies,Art,171.04,44.4704,8,0.26,0.0,3,942,0.7057675005302454
OFF-AR-10004707,Staples in misc. colors,Office Supplies,Art,9.92,3.472,4,0.35,0.0,2,1543,0.7057675005302454
OFF-AR-10004752,Blackstonian Pencils,Office Supplies,Art,49.128,12.6024,19,0.23499999999999996,0.05,4,1391,0.7057675005302454
OFF-AR-10004757,Crayola Colored Pencils,Office Supplies,Art,120.70400000000001,32.8,40,0.23863636363636365,0.10909090909090911,11,1079,0.7057675005302454
OFF-AR-10004790,Staples in misc. colors,Office Supplies,Art,47.88,2.9925,5,0.0625,0.2,2,1553,0.7057675005302454
OFF-AR-10004817,Colorific Watercolor Pencils,Office Supplies,Art,51.6,11.3004,11,0.2308333333333333,0.06666666666666667,3,1406,0.7057675005302454
OFF-AR-10004930,Turquoise Lead Holder with Pocket Clip,Office Supplies,Art,37.52,10.586,6,0.27416666666666656,0.06666666666666667,3,1417,0.7057675005302454
OFF-AR-10004956,Newell 33,Office Supplies,Art,47.988,8.37,10,0.17166666666666663,0.13333333333333333,3,1462,0.7057675005302454
OFF-AR-10004974,Newell 342,Office Supplies,Art,9.84,2.8536,3,0.29,0.0,1,1554,0.7057675005302454
OFF-AR-10004999,Newell 315,Office Supplies,Art,145.912,33.787,25,0.21875,0.03333333333333333,6,1068,0.7057675005302454
OFF-BI-10000014,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,176.74200000000002,9.055299999999997,29,-0.4464583333333333,0.5,8,1444,-0.2925761739887286
OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",Office Supplies,Binders,33.108000000000004,7.1556,9,-0.050000000000000044,0.3666666666666667,3,1483,-0.2925761739887286
OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",Office Supplies,Binders,197.82999999999998,35.332,42,-0.14391666666666664,0.32999999999999996,10,1049,-0.2925761739887286
OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders,343.729,84.3562,32,-0.13785714285714284,0.3857142857142857,7,659,-0.2925761739887286
OFF-BI-10000088,GBC Imprintable Covers,Office Supplies,Binders,241.56,39.967200000000005,36,-0.2165625,0.3625,8,996,-0.2925761739887286
OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,Binders,68.172,30.8568,12,0.4366666666666667,0.06666666666666667,3,1101,-0.2925761739887286
OFF-BI-10000138,Acco Translucent Poly Ring Binders,Office Supplies,Binders,91.728,16.2864,31,-0.012916666666666687,0.3125,8,1314,-0.2925761739887286
OFF-BI-10000145,Zipper Ring Binder Pockets,Office Supplies,Binders,81.744,11.7312,44,-0.15403846153846157,0.37692307692307686,13,1401,-0.2925761739887286
OFF-BI-10000174,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,Binders,191.98,50.228,47,0.12370370370370368,0.2888888888888889,9,887,-0.2925761739887286
OFF-BI-10000201,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack",Office Supplies,Binders,25.83,-4.919999999999999,25,-0.75,0.6166666666666667,6,1628,-0.2925761739887286
OFF-BI-10000216,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Office Supplies,Binders,54.474000000000004,-3.891,9,-0.3194444444444444,0.5333333333333333,3,1620,-0.2925761739887286
OFF-BI-10000279,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",Office Supplies,Binders,85.255,8.669999999999998,10,-0.4354166666666667,0.475,4,1453,-0.2925761739887286
OFF-BI-10000285,XtraLife ClearVue Slant-D Ring Binders by Cardinal,Office Supplies,Binders,72.912,-13.328,22,-0.5583333333333333,0.5,5,1668,-0.2925761739887286
OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders,164.985,3.2349999999999994,50,-0.49358974358974356,0.49230769230769234,13,1547,-0.2925761739887286
OFF-BI-10000309,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,Binders,269.394,-2.2830000000000013,35,-0.3505555555555555,0.3888888888888889,9,1608,-0.2925761739887286
OFF-BI-10000315,Poly Designer Cover & Back,Office Supplies,Binders,451.962,106.344,35,-0.20095238095238097,0.37142857142857144,7,569,-0.2925761739887286
OFF-BI-10000320,GBC Plastic Binding Combs,Office Supplies,Binders,172.692,59.778000000000006,30,0.01825000000000001,0.26,10,789,-0.2925761739887286
OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders,102.619,-11.882200000000001,44,-0.48694444444444446,0.45,12,1656,-0.2925761739887286
OFF-BI-10000404,Avery Printable Repositionable Plastic Tabs,Office Supplies,Binders,115.24000000000001,42.312000000000005,16,0.0504166666666667,0.23333333333333336,6,972,-0.2925761739887286
OFF-BI-10000474,Avery Recycled Flexi-View Covers for Binding Systems,Office Supplies,Binders,197.169,-69.5702,32,-0.6342857142857143,0.5285714285714286,7,1745,-0.2925761739887286
OFF-BI-10000494,Acco Economy Flexible Poly Round Ring Binder,Office Supplies,Binders,11.484,-5.742,6,-0.7760416666666666,0.6,4,1631,-0.2925761739887286
OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,19024.5,760.9799999999996,48,-0.39814814814814814,0.5222222222222223,9,98,-0.2925761739887286
OFF-BI-10000546,Avery Durable Binders,Office Supplies,Binders,87.264,13.824,50,-0.22895833333333346,0.3333333333333333,12,1367,-0.2925761739887286
OFF-BI-10000591,Avery Binder Labels,Office Supplies,Binders,26.063,9.8806,8,0.14416666666666667,0.22499999999999998,4,1427,-0.2925761739887286
OFF-BI-10000605,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",Office Supplies,Binders,91.44,34.8996,28,0.3669444444444444,0.15555555555555556,9,1057,-0.2925761739887286
OFF-BI-10000632,Satellite Sectional Post Binders,Office Supplies,Binders,1219.821,329.0478,38,-0.305,0.3727272727272727,11,256,-0.2925761739887286
OFF-BI-10000666,Surelock Post Binders,Office Supplies,Binders,653.984,210.864,29,0.057291666666666616,0.2625,8,358,-0.2925761739887286
OFF-BI-10000756,Storex DuraTech Recycled Plastic Frosted Binders,Office Supplies,Binders,94.128,11.447999999999999,39,-0.75,0.5,8,1404,-0.2925761739887286
OFF-BI-10000773,Insertable Tab Post Binder Dividers,Office Supplies,Binders,66.566,-39.699,25,-0.6948958333333334,0.575,8,1717,-0.2925761739887286
